    1.84	-62.485	-63.873	-64.752
    1.85	-62.493	-63.886	-64.768
    1.86	-62.501	-63.900	-64.785
    1.87	-62.510	-63.913	-64.801
    1.88	-62.518	-63.926	-64.817
    1.89	-62.526	-63.939	-64.833
    1.90	-62.534	-63.952	-64.848
    1.91	-62.542	-63.965	-64.864
    1.92	-62.550	-63.978	-64.880
    1.93	-62.558	-63.991	-64.895
    1.94	-62.566	-64.003	-64.911
    1.95	-62.574	-64.016	-64.926
    1.96	-62.582	-64.029	-64.942
    1.97	-62.590	-64.041	-64.957
    1.98	-62.598	-64.054	-64.972
    1.99	-62.606	-64.066	-64.988
    2.00	-62.613	-64.079	-65.003
    2.01	-62.621	-64.091	-65.018
    2.02	-62.629	-64.103	-65.033
    2.03	-62.636	-64.115	-65.048
    2.04	-62.644	-64.128	-65.062
    2.05	-62.652	-64.140	-65.077
    2.06	-62.659	-64.152	-65.092
    2.07	-62.666	-64.164	-65.106
    2.08	-62.674	-64.176	-65.121
    2.09	-62.681	-64.187	-65.135
    2.10	-62.689	-64.199	-65.150
    2.11	-62.696	-64.211	-65.164
    2.12	-62.703	-64.223	-65.178
    2.13	-62.710	-64.234	-65.193
    2.14	-62.718	-64.246	-65.207
    2.15	-62.725	-64.258	-65.221
    2.16	-62.732	-64.269	-65.235
    2.17	-62.739	-64.280	-65.249
    2.18	-62.746	-64.292	-65.263
    2.19	-62.753	-64.303	-65.276
    2.20	-62.760	-64.314	-65.290
    2.21	-62.767	-64.326	-65.304
    2.22	-62.774	-64.337	-65.317
    2.23	-62.781	-64.348	-65.331
    2.24	-62.788	-64.359	-65.344
    2.25	-62.794	-64.370	-65.358
    2.26	-62.801	-64.381	-65.371
    2.27	-62.808	-64.392	-65.385
    2.28	-62.814	-64.403	-65.398
    2.29	-62.821	-64.413	-65.411
    2.30	-62.828	-64.424	-65.424
    2.31	-62.834	-64.435	-65.437
    2.32	-62.841	-64.446	-65.450
    2.33	-62.847	-64.456	-65.463
    2.34	-62.854	-64.467	-65.476
    2.35	-62.860	-64.477	-65.489
    2.36	-62.867	-64.488	-65.501
    2.37	-62.873	-64.498	-65.514
    2.38	-62.879	-64.508	-65.527
    2.39	-62.886	-64.519	-65.539
